CVEGEO,CVE_ENT,CVE_MUN,CVE_LOC,CVE_AGEB,CVE_MZA,AMBITO,TIPOMZA,NOMBRE,ALCALDIA,OID
0900200010519007,09,002,0001,0519,007,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13180
0900200010519006,09,002,0001,0519,006,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13181
0900200010519005,09,002,0001,0519,005,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13182
0900200010472035,09,002,0001,0472,035,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13183
0900200010472034,09,002,0001,0472,034,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13184
0900200010449027,09,002,0001,0449,027,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13185
090020001035A033,09,002,0001,035A,033,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13186
090020001035A032,09,002,0001,035A,032,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13187
0900200010129012,09,002,0001,0129,012,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13188
0900200010326026,09,002,0001,0326,026,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13189
090020001117A007,09,002,0001,117A,007,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13190
090020001117A006,09,002,0001,117A,006,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13191
090020001117A005,09,002,0001,117A,005,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13192
090020001117A002,09,002,0001,117A,002,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13193
0900200011150016,09,002,0001,1150,016,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13194
0900200011150015,09,002,0001,1150,015,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13195
0900200011150014,09,002,0001,1150,014,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13196
0900200011150013,09,002,0001,1150,013,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13197
0900200011150012,09,002,0001,1150,012,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13198
0900200011150011,09,002,0001,1150,011,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13199
0900200011150010,09,002,0001,1150,010,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13200
0900200011150009,09,002,0001,1150,009,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13201
0900200011150008,09,002,0001,1150,008,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13202
0900200011146019,09,002,0001,1146,019,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13203
0900200011146018,09,002,0001,1146,018,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13204
0900200011146017,09,002,0001,1146,017,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13205
0900200011146016,09,002,0001,1146,016,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13206
0900200011146015,09,002,0001,1146,015,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13207
0900200011131029,09,002,0001,1131,029,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13208
0900200011131027,09,002,0001,1131,027,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13209
0900200011131026,09,002,0001,1131,026,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13210
0900200011112037,09,002,0001,1112,037,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13211
0900200011112030,09,002,0001,1112,030,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13212
0900200011112029,09,002,0001,1112,029,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13213
0900200011112025,09,002,0001,1112,025,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13214
0900200011112021,09,002,0001,1112,021,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13215
0900200011112020,09,002,0001,1112,020,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13216
0900200011112015,09,002,0001,1112,015,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13217
0900200011112014,09,002,0001,1112,014,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13218
0900200011112012,09,002,0001,1112,012,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13219
0900200011112011,09,002,0001,1112,011,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13220
0900200011112006,09,002,0001,1112,006,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13221
0900200011112005,09,002,0001,1112,005,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13222
0900200011112004,09,002,0001,1112,004,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13223
0900200011112003,09,002,0001,1112,003,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13224
0900200011112002,09,002,0001,1112,002,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13225
0900200011112001,09,002,0001,1112,001,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13226
0900200011095044,09,002,0001,1095,044,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13227
0900200011095043,09,002,0001,1095,043,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13228
0900200011095042,09,002,0001,1095,042,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13229
0900200011095041,09,002,0001,1095,041,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13230
0900200011095040,09,002,0001,1095,040,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13231
0900200011112019,09,002,0001,1112,019,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13232
0900200010171012,09,002,0001,0171,012,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13233
0900200011080003,09,002,0001,1080,003,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13234
0900200011061044,09,002,0001,1061,044,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13235
0900200011061035,09,002,0001,1061,035,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13236
0900200011061034,09,002,0001,1061,034,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13237
0900200011061025,09,002,0001,1061,025,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13238
0900200011095016,09,002,0001,1095,016,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13239
0900200011095015,09,002,0001,1095,015,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13240
0900200011095014,09,002,0001,1095,014,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13241
0900200011095013,09,002,0001,1095,013,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13242
0900200011095007,09,002,0001,1095,007,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13243
0900200011095005,09,002,0001,1095,005,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13244
0900200011095004,09,002,0001,1095,004,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13245
0900200011095003,09,002,0001,1095,003,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13246
0900200011080045,09,002,0001,1080,045,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13247
0900200011080042,09,002,0001,1080,042,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13248
0900200011080041,09,002,0001,1080,041,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13249
0900200011080039,09,002,0001,1080,039,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13250
0900200011080038,09,002,0001,1080,038,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13251
0900200011080036,09,002,0001,1080,036,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13252
0900200011080035,09,002,0001,1080,035,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13253
0900200011080034,09,002,0001,1080,034,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13254
0900200011080033,09,002,0001,1080,033,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13255
0900200011080027,09,002,0001,1080,027,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13256
0900200011080026,09,002,0001,1080,026,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13257
0900200011080023,09,002,0001,1080,023,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13258
0900200011080017,09,002,0001,1080,017,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13259
0900200011080016,09,002,0001,1080,016,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13260
0900200011080015,09,002,0001,1080,015,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13261
0900200011080014,09,002,0001,1080,014,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13262
0900200011080013,09,002,0001,1080,013,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13263
0900200011080009,09,002,0001,1080,009,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13264
0900200011080007,09,002,0001,1080,007,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13265
0900200011080006,09,002,0001,1080,006,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13266
0900200011080005,09,002,0001,1080,005,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13267
0900200011080004,09,002,0001,1080,004,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13268
0900200011080037,09,002,0001,1080,037,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13269
0900200011061041,09,002,0001,1061,041,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13270
0900200011061040,09,002,0001,1061,040,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13271
0900200011061039,09,002,0001,1061,039,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13272
0900200011061038,09,002,0001,1061,038,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13273
0900200011061037,09,002,0001,1061,037,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13274
0900200011061036,09,002,0001,1061,036,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13275
0900200011061031,09,002,0001,1061,031,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13276
0900200011061030,09,002,0001,1061,030,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13277
0900200011061028,09,002,0001,1061,028,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13278
0900200011061027,09,002,0001,1061,027,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13279
0900200011061026,09,002,0001,1061,026,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13280
0900200011061020,09,002,0001,1061,020,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13281
0900200011061019,09,002,0001,1061,019,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13282
0900200011061018,09,002,0001,1061,018,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13283
0900200011061017,09,002,0001,1061,017,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13284
0900200011061016,09,002,0001,1061,016,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13285
0900200011042029,09,002,0001,1042,029,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13286
0900200011042028,09,002,0001,1042,028,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13287
0900200011042027,09,002,0001,1042,027,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13288
0900200011042026,09,002,0001,1042,026,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13289
0900200011042014,09,002,0001,1042,014,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13290
0900200011042013,09,002,0001,1042,013,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13291
0900200011042011,09,002,0001,1042,011,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13292
0900200011042012,09,002,0001,1042,012,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13293
0900200011004024,09,002,0001,1004,024,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13294
0900200011004023,09,002,0001,1004,023,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13295
0900200011004007,09,002,0001,1004,007,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13296
0900200011004006,09,002,0001,1004,006,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13297
090020001099A032,09,002,0001,099A,032,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13298
090020001099A012,09,002,0001,099A,012,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13299
090020001099A011,09,002,0001,099A,011,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13300
090020001099A010,09,002,0001,099A,010,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13301
090020001099A009,09,002,0001,099A,009,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13302
090020001099A008,09,002,0001,099A,008,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13303
090020001099A003,09,002,0001,099A,003,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13304
0900200010985031,09,002,0001,0985,031,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13305
0900200010985030,09,002,0001,0985,030,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13306
0900200010985022,09,002,0001,0985,022,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13307
0900200010985021,09,002,0001,0985,021,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13308
0900200010985020,09,002,0001,0985,020,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13309
0900200010985019,09,002,0001,0985,019,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13310
0900200010985011,09,002,0001,0985,011,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13311
0900200010985010,09,002,0001,0985,010,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13312
0900200010985004,09,002,0001,0985,004,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13313
0900200010985003,09,002,0001,0985,003,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13314
0900200010985002,09,002,0001,0985,002,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13315
0900200010985001,09,002,0001,0985,001,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13316
0900200010970038,09,002,0001,0970,038,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13317
0900200010970034,09,002,0001,0970,034,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13318
0900200010970033,09,002,0001,0970,033,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13319
0900200011080008,09,002,0001,1080,008,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13320
0900200010913030,09,002,0001,0913,030,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13321
0900200010913028,09,002,0001,0913,028,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13322
0900200010913027,09,002,0001,0913,027,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13323
0900200010913025,09,002,0001,0913,025,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13324
0900200010913021,09,002,0001,0913,021,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13325
0900200010913020,09,002,0001,0913,020,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13326
0900200010913019,09,002,0001,0913,019,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13327
0900200010913018,09,002,0001,0913,018,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13328
0900200010913017,09,002,0001,0913,017,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13329
0900200010913012,09,002,0001,0913,012,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13330
0900200010913011,09,002,0001,0913,011,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13331
0900200010913010,09,002,0001,0913,010,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13332
0900200010913009,09,002,0001,0913,009,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13333
0900200010913008,09,002,0001,0913,008,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13334
0900200010913007,09,002,0001,0913,007,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13335
0900200010913002,09,002,0001,0913,002,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13336
0900200010913001,09,002,0001,0913,001,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13337
0900200010909038,09,002,0001,0909,038,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13338
0900200010909027,09,002,0001,0909,027,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13339
0900200010909026,09,002,0001,0909,026,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13340
0900200010909025,09,002,0001,0909,025,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13341
0900200010909023,09,002,0001,0909,023,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13342
0900200010909022,09,002,0001,0909,022,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13343
0900200010909021,09,002,0001,0909,021,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13344
0900200010909020,09,002,0001,0909,020,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13345
0900200010909019,09,002,0001,0909,019,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13346
0900200010909018,09,002,0001,0909,018,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13347
0900200010909017,09,002,0001,0909,017,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13348
0900200010909007,09,002,0001,0909,007,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13349
0900200010909006,09,002,0001,0909,006,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13350
0900200010909005,09,002,0001,0909,005,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13351
0900200010896031,09,002,0001,0896,031,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13352
0900200010896030,09,002,0001,0896,030,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13353
0900200010896027,09,002,0001,0896,027,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13354
0900200010896026,09,002,0001,0896,026,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13355
0900200010896025,09,002,0001,0896,025,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13356
0900200010896024,09,002,0001,0896,024,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13357
0900200010896023,09,002,0001,0896,023,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13358
0900200010896018,09,002,0001,0896,018,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13359
0900200010896017,09,002,0001,0896,017,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13360
0900200010896016,09,002,0001,0896,016,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13361
0900200010896014,09,002,0001,0896,014,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13362
0900200010896011,09,002,0001,0896,011,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13363
0900200010896010,09,002,0001,0896,010,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13364
0900200010896008,09,002,0001,0896,008,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13365
0900200010896007,09,002,0001,0896,007,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13366
0900200010896005,09,002,0001,0896,005,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13367
0900200010896004,09,002,0001,0896,004,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13368
0900200010858046,09,002,0001,0858,046,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13369
0900200010858044,09,002,0001,0858,044,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13370
0900200010858041,09,002,0001,0858,041,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13371
0900200010843042,09,002,0001,0843,042,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13372
0900200010843041,09,002,0001,0843,041,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13373
0900200010843038,09,002,0001,0843,038,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13374
0900200010896022,09,002,0001,0896,022,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13375
0900200010326018,09,002,0001,0326,018,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13376
0900200010326017,09,002,0001,0326,017,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13377
0900200010275044,09,002,0001,0275,044,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13378
0900200010275043,09,002,0001,0275,043,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13379
0900200010260049,09,002,0001,0260,049,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13380
0900200010260048,09,002,0001,0260,048,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13381
0900200010260047,09,002,0001,0260,047,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13382
0900200010260046,09,002,0001,0260,046,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13383
0900200010260039,09,002,0001,0260,039,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13384
0900200010260038,09,002,0001,0260,038,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13385
0900200010260033,09,002,0001,0260,033,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13386
0900200010260032,09,002,0001,0260,032,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13387
0900200010260025,09,002,0001,0260,025,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13388
0900200010260024,09,002,0001,0260,024,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13389
0900200010260023,09,002,0001,0260,023,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13390
0900200010260016,09,002,0001,0260,016,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13391
0900200010260005,09,002,0001,0260,005,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13392
0900200010256032,09,002,0001,0256,032,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13393
0900200010256031,09,002,0001,0256,031,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13394
0900200011131024,09,002,0001,1131,024,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13395
0900200011127023,09,002,0001,1127,023,Urbana,Contenedora,Unidad Habitacional,Azcapotzalco,13396
0900200010256030,09,002,0001,0256,030,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13397
0900200010256029,09,002,0001,0256,029,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13398
0900200010256028,09,002,0001,0256,028,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13399
0900200010256027,09,002,0001,0256,027,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13400
0900200010256023,09,002,0001,0256,023,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13401
0900200010256022,09,002,0001,0256,022,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13402
0900200010256021,09,002,0001,0256,021,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13403
0900200010256020,09,002,0001,0256,020,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13404
0900200010256019,09,002,0001,0256,019,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13405
0900200010256018,09,002,0001,0256,018,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13406
0900200010256017,09,002,0001,0256,017,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13407
0900200010222025,09,002,0001,0222,025,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13408
0900200010222024,09,002,0001,0222,024,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13409
0900200010222023,09,002,0001,0222,023,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13410
0900200010260029,09,002,0001,0260,029,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13411
0900200010222022,09,002,0001,0222,022,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13412
0900200010203030,09,002,0001,0203,030,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13413
0900200010203029,09,002,0001,0203,029,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13414
0900200010203028,09,002,0001,0203,028,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13415
0900200010186045,09,002,0001,0186,045,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13416
0900200010186044,09,002,0001,0186,044,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13417
0900200010186043,09,002,0001,0186,043,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13418
0900200010171035,09,002,0001,0171,035,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13419
0900200010171034,09,002,0001,0171,034,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13420
0900200010171028,09,002,0001,0171,028,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13421
0900200010171027,09,002,0001,0171,027,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13422
0900200010171021,09,002,0001,0171,021,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13423
0900200010171020,09,002,0001,0171,020,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13424
0900200010171019,09,002,0001,0171,019,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13425
0900200010171018,09,002,0001,0171,018,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13426
0900200010171017,09,002,0001,0171,017,Urbana,Edificio-Manzana,Unidad Habitacional,Azcapotzalco,13427
