CVEGEO,CVE_ENT,CVE_MUN,CVE_LOC,CVE_AGEB,CVE_MZA,AMBITO,TIPOMZA,OID,NUM_EST
090090017037A020,9,9,17,037A,20,Urbana,Típica,22708,0
090090017037A022,9,9,17,037A,22,Urbana,Típica,22313,0
090090017037A023,9,9,17,037A,23,Urbana,Típica,22707,0
090090017037A024,9,9,17,037A,24,Urbana,Típica,22706,0
090090017037A025,9,9,17,037A,25,Urbana,Típica,22649,0
090090017037A026,9,9,17,037A,26,Urbana,Típica,22858,0
090090017037A027,9,9,17,037A,27,Urbana,Típica,23359,0
090090017037A028,9,9,17,037A,28,Urbana,Típica,22739,0
090090017037A029,9,9,17,037A,29,Urbana,Típica,23153,0
090090017037A030,9,9,17,037A,30,Urbana,Típica,23084,0
090090017037A031,9,9,17,037A,31,Urbana,Típica,22324,0
090090017037A032,9,9,17,037A,32,Urbana,Típica,22319,0
090090017037A033,9,9,17,037A,33,Urbana,Típica,22347,0
090090017037A034,9,9,17,037A,34,Urbana,Típica,23095,0
090090017037A035,9,9,17,037A,35,Urbana,Típica,23098,0
090090017037A036,9,9,17,037A,36,Urbana,Típica,23096,0
090090017037A037,9,9,17,037A,37,Urbana,Típica,23080,0
090090017037A038,9,9,17,037A,38,Urbana,Típica,23081,0
090090017037A039,9,9,17,037A,39,Urbana,Típica,23085,0
090090017037A040,9,9,17,037A,40,Urbana,Típica,23165,0
090090017037A041,9,9,17,037A,41,Urbana,Típica,23360,0
090090017037A042,9,9,17,037A,42,Urbana,Típica,23361,0
0900900170384001,9,9,17,0384,1,Urbana,Típica,22312,0
0900900170384002,9,9,17,0384,2,Urbana,Típica,22311,0
0900900170384003,9,9,17,0384,3,Urbana,Típica,22404,0
0900900170384004,9,9,17,0384,4,Urbana,Típica,22573,0
0900900170384005,9,9,17,0384,5,Urbana,Típica,23239,0
0900900170384006,9,9,17,0384,6,Urbana,Típica,23276,0
0900900170384007,9,9,17,0384,7,Urbana,Típica,22310,0
0900900170384008,9,9,17,0384,8,Urbana,Típica,22601,0
0900900170384009,9,9,17,0384,9,Urbana,Típica,22446,0
0900900170384010,9,9,17,0384,10,Urbana,Típica,22600,0
0900900170384011,9,9,17,0384,11,Urbana,Típica,23097,0
0900900170384015,9,9,17,0384,15,Urbana,Típica,22779,0
0900900170384016,9,9,17,0384,16,Urbana,Típica,22705,0
0900900170384017,9,9,17,0384,17,Urbana,Típica,22780,0
0900900170384018,9,9,17,0384,18,Urbana,Típica,22738,0
0900900170384019,9,9,17,0384,19,Urbana,Típica,23238,0
0900900170384020,9,9,17,0384,20,Urbana,Típica,23195,0
0900900170384021,9,9,17,0384,21,Urbana,Típica,23313,0
0900900170384023,9,9,17,0384,23,Urbana,Típica,22308,0
0900900170384024,9,9,17,0384,24,Urbana,Típica,23194,0
0900900170384028,9,9,17,0384,28,Urbana,Típica,22403,0
0900900170384029,9,9,17,0384,29,Urbana,Típica,23312,0
0900900170384030,9,9,17,0384,30,Urbana,Típica,23099,0
0900900170399001,9,9,17,0399,1,Urbana,Típica,22704,0
0900900170399002,9,9,17,0399,2,Urbana,Típica,22307,0
0900900170399003,9,9,17,0399,3,Urbana,Típica,22703,0
0900900170399004,9,9,17,0399,4,Urbana,Típica,22306,0
0900900170399005,9,9,17,0399,5,Urbana,Típica,22305,0
0900900170399006,9,9,17,0399,6,Urbana,Típica,22402,0
0900900170399007,9,9,17,0399,7,Urbana,Típica,22440,0
0900900170399008,9,9,17,0399,8,Urbana,Típica,22702,0
0900900170399009,9,9,17,0399,9,Urbana,Típica,22304,0
0900900170399010,9,9,17,0399,10,Urbana,Típica,22303,0
0900900170399012,9,9,17,0399,12,Urbana,Típica,22309,0
0900900170399014,9,9,17,0399,14,Urbana,Típica,22701,0
0900900170399016,9,9,17,0399,16,Urbana,Típica,23279,0
0900900170399017,9,9,17,0399,17,Urbana,Típica,22658,0
0900900170399018,9,9,17,0399,18,Urbana,Típica,23177,0
0900900170399020,9,9,17,0399,20,Urbana,Típica,22781,0
0900900170399021,9,9,17,0399,21,Urbana,Típica,22700,0
0900900170399022,9,9,17,0399,22,Urbana,Típica,23051,0
0900900170399026,9,9,17,0399,26,Urbana,Típica,22737,0
0900900170399027,9,9,17,0399,27,Urbana,Típica,22835,0
0900900170558001,9,9,17,0558,1,Urbana,Típica,23278,0
0900900240191001,9,9,24,0191,1,Urbana,Típica,22299,0
0900900240191003,9,9,24,0191,3,Urbana,Típica,22298,0
0900900240191004,9,9,24,0191,4,Urbana,Típica,22297,0
0900900240191005,9,9,24,0191,5,Urbana,Típica,22296,0
0900900240191006,9,9,24,0191,6,Urbana,Típica,22401,0
0900900240191007,9,9,24,0191,7,Urbana,Típica,23289,0
0900900240191008,9,9,24,0191,8,Urbana,Típica,22460,0
0900900240191009,9,9,24,0191,9,Urbana,Típica,23291,0
0900900240191010,9,9,24,0191,10,Urbana,Típica,23290,0
0900900240191011,9,9,24,0191,11,Urbana,Típica,22295,0
0900900240191012,9,9,24,0191,12,Urbana,Típica,22294,0
0900900240191013,9,9,24,0191,13,Urbana,Típica,22783,0
0900900240191014,9,9,24,0191,14,Urbana,Típica,22932,0
0900900240191015,9,9,24,0191,15,Urbana,Típica,22928,0
0900900240191016,9,9,24,0191,16,Urbana,Típica,22293,0
0900900240191017,9,9,24,0191,17,Urbana,Típica,22699,0
0900900240191018,9,9,24,0191,18,Urbana,Típica,22292,0
0900900240191019,9,9,24,0191,19,Urbana,Típica,22291,0
0900900240191020,9,9,24,0191,20,Urbana,Típica,22400,0
0900900240191021,9,9,24,0191,21,Urbana,Típica,22929,0
0900900240191022,9,9,24,0191,22,Urbana,Típica,22930,0
0900900240191023,9,9,24,0191,23,Urbana,Típica,22290,0
0900900240191024,9,9,24,0191,24,Urbana,Típica,22289,0
0900900240191025,9,9,24,0191,25,Urbana,Típica,23354,0
0900900240191026,9,9,24,0191,26,Urbana,Típica,23334,0
0900900240191027,9,9,24,0191,27,Urbana,Típica,22416,0
0900900240191028,9,9,24,0191,28,Urbana,Típica,23335,0
0900900240191029,9,9,24,0191,29,Urbana,Típica,23336,0
0900900240191030,9,9,24,0191,30,Urbana,Típica,22925,0
0900900240191033,9,9,24,0191,33,Urbana,Típica,22924,0
0900900240191035,9,9,24,0191,35,Urbana,Típica,22933,0
0900900240191036,9,9,24,0191,36,Urbana,Típica,22937,0
0900900240191037,9,9,24,0191,37,Urbana,Típica,22784,0
0900900240191039,9,9,24,0191,39,Urbana,Típica,22785,0
0900900240191041,9,9,24,0191,41,Urbana,Típica,23353,0
0900900240191045,9,9,24,0191,45,Urbana,Típica,22698,0
0900900240191046,9,9,24,0191,46,Urbana,Típica,23288,0
0900900240191047,9,9,24,0191,47,Urbana,Típica,22859,0
0900900240191049,9,9,24,0191,49,Urbana,Típica,23331,0
0900900240191051,9,9,24,0191,51,Urbana,Típica,22938,0
0900900240191052,9,9,24,0191,52,Urbana,Típica,22934,0
0900900240191053,9,9,24,0191,53,Urbana,Típica,22287,0
0900900240191054,9,9,24,0191,54,Urbana,Típica,22935,0
0900900240191055,9,9,24,0191,55,Urbana,Típica,22736,0
0900900240191056,9,9,24,0191,56,Urbana,Típica,23330,0
0900900240191057,9,9,24,0191,57,Urbana,Típica,22936,0
0900900240191058,9,9,24,0191,58,Urbana,Típica,22931,0
0900900240191059,9,9,24,0191,59,Urbana,Típica,22926,0
0900900240191060,9,9,24,0191,60,Urbana,Típica,22927,0
0900900240204001,9,9,24,0204,1,Urbana,Típica,23315,0
0900900240204003,9,9,24,0204,3,Urbana,Típica,22286,0
0900900240204004,9,9,24,0204,4,Urbana,Típica,23355,0
0900900240204005,9,9,24,0204,5,Urbana,Típica,22284,0
0900900240204006,9,9,24,0204,6,Urbana,Típica,22959,0
0900900240204007,9,9,24,0204,7,Urbana,Típica,22956,0
0900900240204008,9,9,24,0204,8,Urbana,Típica,22283,0
0900900240204009,9,9,24,0204,9,Urbana,Típica,22282,0
0900900240204010,9,9,24,0204,10,Urbana,Típica,22281,0
0900900240204011,9,9,24,0204,11,Urbana,Típica,23283,0
0900900240204012,9,9,24,0204,12,Urbana,Típica,22597,0
0900900240204013,9,9,24,0204,13,Urbana,Típica,22849,0
0900900240204015,9,9,24,0204,15,Urbana,Típica,23209,0
0900900240204016,9,9,24,0204,16,Urbana,Típica,22786,0
0900900240204017,9,9,24,0204,17,Urbana,Típica,22960,0
0900900240204020,9,9,24,0204,20,Urbana,Típica,22957,0
0900900240204021,9,9,24,0204,21,Urbana,Típica,22958,0
0900900240204022,9,9,24,0204,22,Urbana,Típica,22442,0
0900900240204023,9,9,24,0204,23,Urbana,Típica,22955,0
0900900240204025,9,9,24,0204,25,Urbana,Típica,22280,0
0900900240204029,9,9,24,0204,29,Urbana,Típica,22962,0
0900900240204034,9,9,24,0204,34,Urbana,Típica,23211,0
0900900240204035,9,9,24,0204,35,Urbana,Típica,23210,0
0900900240204044,9,9,24,0204,44,Urbana,Típica,23284,0
0900900240204045,9,9,24,0204,45,Urbana,Típica,22478,0
0900900240204046,9,9,24,0204,46,Urbana,Típica,22285,0
0900900240204047,9,9,24,0204,47,Urbana,Típica,22961,0
0900900240204048,9,9,24,0204,48,Urbana,Típica,23356,0
0900900240219001,9,9,24,0219,1,Urbana,Típica,22278,0
0900900240219002,9,9,24,0219,2,Urbana,Típica,22277,0
0900900240219004,9,9,24,0219,4,Urbana,Típica,22276,0
0900900240219005,9,9,24,0219,5,Urbana,Típica,22860,0
0900900240219006,9,9,24,0219,6,Urbana,Típica,22447,0
0900900240219007,9,9,24,0219,7,Urbana,Típica,22275,0
0900900240219008,9,9,24,0219,8,Urbana,Típica,22274,0
0900900240219011,9,9,24,0219,11,Urbana,Típica,22273,0
0900900240219012,9,9,24,0219,12,Urbana,Típica,22971,0
0900900240219013,9,9,24,0219,13,Urbana,Típica,22399,0
0900900240219014,9,9,24,0219,14,Urbana,Típica,22398,0
0900900240219016,9,9,24,0219,16,Urbana,Típica,22610,0
0900900240219017,9,9,24,0219,17,Urbana,Típica,23305,0
0900900240219018,9,9,24,0219,18,Urbana,Típica,22970,0
0900900240219019,9,9,24,0219,19,Urbana,Típica,22272,0
0900900240219020,9,9,24,0219,20,Urbana,Típica,22271,0
0900900240219021,9,9,24,0219,21,Urbana,Típica,22397,0
0900900240219022,9,9,24,0219,22,Urbana,Típica,22459,0
0900900240219023,9,9,24,0219,23,Urbana,Típica,22981,0
0900900240219024,9,9,24,0219,24,Urbana,Típica,23292,0
0900900240219025,9,9,24,0219,25,Urbana,Típica,22270,0
0900900240219026,9,9,24,0219,26,Urbana,Típica,22269,0
0900900240219027,9,9,24,0219,27,Urbana,Típica,22268,0
0900900240219028,9,9,24,0219,28,Urbana,Típica,22449,0
0900900240219031,9,9,24,0219,31,Urbana,Típica,23304,0
0900900240219032,9,9,24,0219,32,Urbana,Típica,22787,0
0900900240219033,9,9,24,0219,33,Urbana,Típica,22979,0
0900900240219034,9,9,24,0219,34,Urbana,Típica,22976,0
0900900240219035,9,9,24,0219,35,Urbana,Típica,22968,0
0900900240219036,9,9,24,0219,36,Urbana,Típica,23308,0
0900900240219038,9,9,24,0219,38,Urbana,Típica,22972,0
0900900240219040,9,9,24,0219,40,Urbana,Típica,22969,0
0900900240219043,9,9,24,0219,43,Urbana,Típica,22973,0
0900900240219044,9,9,24,0219,44,Urbana,Típica,22406,0
0900900240219045,9,9,24,0219,45,Urbana,Típica,22980,0
0900900240219048,9,9,24,0219,48,Urbana,Típica,22788,0
0900900240219049,9,9,24,0219,49,Urbana,Típica,22977,0
0900900240219050,9,9,24,0219,50,Urbana,Típica,22978,0
0900900240219051,9,9,24,0219,51,Urbana,Típica,22974,0
0900900240219053,9,9,24,0219,53,Urbana,Típica,22696,0
0900900240219055,9,9,24,0219,55,Urbana,Típica,22695,0
0900900240219056,9,9,24,0219,56,Urbana,Típica,22300,0
0900900240219057,9,9,24,0219,57,Urbana,Típica,22975,0
0900900240219058,9,9,24,0219,58,Urbana,Típica,22967,0
0900900240577001,9,9,24,0577,1,Urbana,Típica,22963,0
0900900240577002,9,9,24,0577,2,Urbana,Típica,22965,0
0900900240577003,9,9,24,0577,3,Urbana,Típica,22964,0
0900900240577004,9,9,24,0577,4,Urbana,Típica,22984,0
0900900240577005,9,9,24,0577,5,Urbana,Típica,22983,0
0900900240577006,9,9,24,0577,6,Urbana,Típica,22966,0
0900900240577007,9,9,24,0577,7,Urbana,Típica,23074,0
0900900240581001,9,9,24,0581,1,Urbana,Típica,22982,0
0900900240596001,9,9,24,0596,1,Urbana,Típica,23307,0
0900900240596002,9,9,24,0596,2,Urbana,Típica,23123,0
0900900240596003,9,9,24,0596,3,Urbana,Típica,23124,0
0900900240651001,9,9,24,0651,1,Urbana,Típica,22266,0
090090029044A001,9,9,29,044A,1,Urbana,Típica,22265,0
090090029044A002,9,9,29,044A,2,Urbana,Típica,22264,0
090090029044A003,9,9,29,044A,3,Urbana,Típica,22263,0
090090029044A004,9,9,29,044A,4,Urbana,Típica,22262,0
090090029044A005,9,9,29,044A,5,Urbana,Típica,22261,0
090090029044A006,9,9,29,044A,6,Urbana,Típica,22260,0
090090029044A007,9,9,29,044A,7,Urbana,Típica,22735,0
090090029044A008,9,9,29,044A,8,Urbana,Típica,22396,0
090090029044A009,9,9,29,044A,9,Urbana,Típica,22579,0
090090029044A010,9,9,29,044A,10,Urbana,Típica,22259,0
090090029044A011,9,9,29,044A,11,Urbana,Típica,22258,0
090090029044A012,9,9,29,044A,12,Urbana,Típica,22257,0
090090029044A013,9,9,29,044A,13,Urbana,Típica,22255,0
090090029044A014,9,9,29,044A,14,Urbana,Típica,22254,0
090090029044A015,9,9,29,044A,15,Urbana,Típica,22253,0
090090029044A016,9,9,29,044A,16,Urbana,Típica,22288,0
090090029044A017,9,9,29,044A,17,Urbana,Típica,22395,0
090090029044A018,9,9,29,044A,18,Urbana,Típica,22578,0
090090029044A019,9,9,29,044A,19,Urbana,Típica,22252,0
090090029044A020,9,9,29,044A,20,Urbana,Típica,22267,0
090090029044A021,9,9,29,044A,21,Urbana,Típica,22694,0
090090029044A022,9,9,29,044A,22,Urbana,Típica,22789,0
090090029044A023,9,9,29,044A,23,Urbana,Típica,22251,0
090090029044A024,9,9,29,044A,24,Urbana,Típica,22394,0
090090029044A025,9,9,29,044A,25,Urbana,Típica,22577,0
090090029044A028,9,9,29,044A,28,Urbana,Típica,22250,0
0900900290454003,9,9,29,0454,3,Urbana,Típica,22989,0
0900900290454004,9,9,29,0454,4,Urbana,Típica,22249,0
0900900290454006,9,9,29,0454,6,Urbana,Típica,22861,1
0900900290454010,9,9,29,0454,10,Urbana,Típica,22987,0
0900900290454011,9,9,29,0454,11,Urbana,Típica,22990,0
0900900290454012,9,9,29,0454,12,Urbana,Típica,22991,0
0900900290454013,9,9,29,0454,13,Urbana,Típica,22572,0
0900900290454014,9,9,29,0454,14,Urbana,Típica,22571,0
0900900290454018,9,9,29,0454,18,Urbana,Típica,22393,0
0900900290454019,9,9,29,0454,19,Urbana,Típica,22392,0
0900900290454020,9,9,29,0454,20,Urbana,Típica,22854,0
0900900290454021,9,9,29,0454,21,Urbana,Típica,22570,0
0900900290454022,9,9,29,0454,22,Urbana,Típica,23204,0
0900900290454027,9,9,29,0454,27,Urbana,Típica,22693,0
0900900290454028,9,9,29,0454,28,Urbana,Típica,22988,0
0900900290469001,9,9,29,0469,1,Urbana,Típica,22596,0
0900900290469002,9,9,29,0469,2,Urbana,Típica,22992,0
0900900290469003,9,9,29,0469,3,Urbana,Típica,22993,0
0900900290469004,9,9,29,0469,4,Urbana,Típica,23001,0
0900900290469005,9,9,29,0469,5,Urbana,Típica,23197,0
0900900290469006,9,9,29,0469,6,Urbana,Típica,22790,0
0900900290469007,9,9,29,0469,7,Urbana,Típica,22791,0
0900900290469008,9,9,29,0469,8,Urbana,Típica,22792,0
0900900290469009,9,9,29,0469,9,Urbana,Típica,22994,0
0900900290469010,9,9,29,0469,10,Urbana,Típica,22995,0
0900900290469012,9,9,29,0469,12,Urbana,Típica,22568,0
0900900290469013,9,9,29,0469,13,Urbana,Típica,22567,0
0900900290469014,9,9,29,0469,14,Urbana,Típica,22566,0
0900900290469015,9,9,29,0469,15,Urbana,Típica,22565,0
0900900290469016,9,9,29,0469,16,Urbana,Típica,22564,0
0900900290469017,9,9,29,0469,17,Urbana,Típica,22391,0
0900900290469018,9,9,29,0469,18,Urbana,Típica,23320,0
0900900290469020,9,9,29,0469,20,Urbana,Típica,22996,0
0900900290469021,9,9,29,0469,21,Urbana,Típica,22692,0
0900900290469022,9,9,29,0469,22,Urbana,Típica,23269,0
0900900290469023,9,9,29,0469,23,Urbana,Típica,22563,0
0900900290469024,9,9,29,0469,24,Urbana,Típica,22390,0
0900900290469025,9,9,29,0469,25,Urbana,Típica,23350,0
0900900290469027,9,9,29,0469,27,Urbana,Típica,23244,0
0900900290469029,9,9,29,0469,29,Urbana,Típica,22562,0
0900900290469030,9,9,29,0469,30,Urbana,Típica,23343,0
0900900290469033,9,9,29,0469,33,Urbana,Típica,22997,0
0900900290469034,9,9,29,0469,34,Urbana,Típica,22691,0
0900900290469035,9,9,29,0469,35,Urbana,Típica,22998,0
0900900290469036,9,9,29,0469,36,Urbana,Típica,22389,0
0900900290469037,9,9,29,0469,37,Urbana,Típica,22690,0
0900900290469038,9,9,29,0469,38,Urbana,Típica,22655,0
0900900290469039,9,9,29,0469,39,Urbana,Típica,22793,0
0900900290469041,9,9,29,0469,41,Urbana,Típica,23000,0
0900900290469042,9,9,29,0469,42,Urbana,Típica,22999,0
0900900290469043,9,9,29,0469,43,Urbana,Típica,23002,0
0900900290469044,9,9,29,0469,44,Urbana,Típica,23003,0
0900900290469045,9,9,29,0469,45,Urbana,Típica,23345,0
0900900290473001,9,9,29,0473,1,Urbana,Típica,23295,0
0900900290473003,9,9,29,0473,3,Urbana,Típica,22388,0
0900900290473006,9,9,29,0473,6,Urbana,Típica,22387,0
0900900290473007,9,9,29,0473,7,Urbana,Típica,23351,0
0900900290473008,9,9,29,0473,8,Urbana,Típica,22475,0
0900900290473009,9,9,29,0473,9,Urbana,Típica,22448,0
0900900290473010,9,9,29,0473,10,Urbana,Típica,22689,0
0900900290473011,9,9,29,0473,11,Urbana,Típica,22794,0
0900900290473012,9,9,29,0473,12,Urbana,Típica,22561,0
0900900290473013,9,9,29,0473,13,Urbana,Típica,22560,0
0900900290473014,9,9,29,0473,14,Urbana,Típica,22559,0
0900900290473015,9,9,29,0473,15,Urbana,Típica,23296,0
0900900290473016,9,9,29,0473,16,Urbana,Típica,23348,0
0900900290473017,9,9,29,0473,17,Urbana,Típica,22985,0
0900900290473018,9,9,29,0473,18,Urbana,Típica,22986,0
0900900290473019,9,9,29,0473,19,Urbana,Típica,22256,0
0900900290473020,9,9,29,0473,20,Urbana,Típica,22795,0
0900900290473023,9,9,29,0473,23,Urbana,Típica,22734,0
0900900290473028,9,9,29,0473,28,Urbana,Típica,22576,0
0900900290473029,9,9,29,0473,29,Urbana,Típica,23299,0
0900900290473030,9,9,29,0473,30,Urbana,Típica,22796,0
0900900290473031,9,9,29,0473,31,Urbana,Típica,22688,0
0900900290609001,9,9,29,0609,1,Urbana,Típica,23267,0
0900900290609002,9,9,29,0609,2,Urbana,Típica,23266,0
0900900330346001,9,9,33,0346,1,Urbana,Típica,23059,0
0900900330346002,9,9,33,0346,2,Urbana,Típica,23054,0
0900900330346003,9,9,33,0346,3,Urbana,Típica,22911,0
0900900330346005,9,9,33,0346,5,Urbana,Típica,22558,0
0900900330346006,9,9,33,0346,6,Urbana,Típica,22445,0
0900900330346007,9,9,33,0346,7,Urbana,Típica,22415,0
0900900330346008,9,9,33,0346,8,Urbana,Típica,23319,0
0900900330346010,9,9,33,0346,10,Urbana,Típica,23122,0
0900900330346012,9,9,33,0346,12,Urbana,Típica,22913,0
0900900330346013,9,9,33,0346,13,Urbana,Típica,23309,0
0900900330346014,9,9,33,0346,14,Urbana,Típica,22797,0
0900900330346015,9,9,33,0346,15,Urbana,Típica,23342,0
0900900330346017,9,9,33,0346,17,Urbana,Típica,22914,0
0900900330346018,9,9,33,0346,18,Urbana,Típica,23188,0
0900900330346019,9,9,33,0346,19,Urbana,Típica,23311,0
0900900330346020,9,9,33,0346,20,Urbana,Típica,23293,0
0900900330346022,9,9,33,0346,22,Urbana,Típica,23310,0
0900900330346023,9,9,33,0346,23,Urbana,Típica,23231,0
0900900330346024,9,9,33,0346,24,Urbana,Típica,23057,0
0900900330346025,9,9,33,0346,25,Urbana,Típica,23061,0
0900900330346026,9,9,33,0346,26,Urbana,Típica,22912,0
0900900330346027,9,9,33,0346,27,Urbana,Típica,22557,0
0900900330346030,9,9,33,0346,30,Urbana,Típica,22556,0
0900900330346031,9,9,33,0346,31,Urbana,Típica,23060,0
0900900330346032,9,9,33,0346,32,Urbana,Típica,23062,0
0900900330346033,9,9,33,0346,33,Urbana,Típica,23121,0
0900900330350001,9,9,33,0350,1,Urbana,Típica,22651,0
0900900330350002,9,9,33,0350,2,Urbana,Típica,22408,0
0900900330350003,9,9,33,0350,3,Urbana,Típica,22379,0
0900900330350004,9,9,33,0350,4,Urbana,Típica,23070,0
0900900330350005,9,9,33,0350,5,Urbana,Típica,22552,0
0900900330350006,9,9,33,0350,6,Urbana,Típica,23294,0
0900900330350008,9,9,33,0350,8,Urbana,Típica,23072,0
0900900330350009,9,9,33,0350,9,Urbana,Típica,22550,0
0900900330350011,9,9,33,0350,11,Urbana,Típica,23357,0
0900900330350013,9,9,33,0350,13,Urbana,Típica,23298,0
0900900330350014,9,9,33,0350,14,Urbana,Típica,22549,0
0900900330350018,9,9,33,0350,18,Urbana,Típica,23056,0
0900900330350019,9,9,33,0350,19,Urbana,Típica,22905,0
0900900330350020,9,9,33,0350,20,Urbana,Típica,22555,0
0900900330350021,9,9,33,0350,21,Urbana,Típica,22554,0
0900900330350022,9,9,33,0350,22,Urbana,Típica,22553,0
0900900330350023,9,9,33,0350,23,Urbana,Típica,22798,0
0900900330350024,9,9,33,0350,24,Urbana,Típica,22547,0
0900900330350025,9,9,33,0350,25,Urbana,Típica,22546,0
0900900330350027,9,9,33,0350,27,Urbana,Típica,22799,0
0900900330350029,9,9,33,0350,29,Urbana,Típica,23126,0
0900900330350031,9,9,33,0350,31,Urbana,Típica,22551,0
0900900330350032,9,9,33,0350,32,Urbana,Típica,23297,0
0900900330350033,9,9,33,0350,33,Urbana,Típica,23065,0
0900900330350034,9,9,33,0350,34,Urbana,Típica,23063,0
0900900330350035,9,9,33,0350,35,Urbana,Típica,22543,0
0900900330350036,9,9,33,0350,36,Urbana,Típica,22906,0
0900900330350037,9,9,33,0350,37,Urbana,Típica,22907,0
0900900330350038,9,9,33,0350,38,Urbana,Típica,22386,0
0900900330350039,9,9,33,0350,39,Urbana,Típica,22575,0
0900900330350040,9,9,33,0350,40,Urbana,Típica,22542,0
0900900330350041,9,9,33,0350,41,Urbana,Típica,22908,0
0900900330350042,9,9,33,0350,42,Urbana,Típica,22909,0
0900900330350043,9,9,33,0350,43,Urbana,Típica,22910,0
0900900330350044,9,9,33,0350,44,Urbana,Típica,23068,0
0900900330350045,9,9,33,0350,45,Urbana,Típica,23069,0
0900900330350046,9,9,33,0350,46,Urbana,Típica,23066,0
0900900330350047,9,9,33,0350,47,Urbana,Típica,23067,0
0900900330350048,9,9,33,0350,48,Urbana,Típica,23071,0
0900900330350049,9,9,33,0350,49,Urbana,Típica,23064,0
0900900330350050,9,9,33,0350,50,Urbana,Típica,23125,0
0900900330350051,9,9,33,0350,51,Urbana,Típica,23358,0
0900900330488001,9,9,33,0488,1,Urbana,Típica,22900,0
0900900330488002,9,9,33,0488,2,Urbana,Típica,22862,0
0900900330488003,9,9,33,0488,3,Urbana,Típica,23300,0
0900900330488004,9,9,33,0488,4,Urbana,Típica,23128,0
0900900330488005,9,9,33,0488,5,Urbana,Típica,23133,0
0900900330488006,9,9,33,0488,6,Urbana,Típica,22733,0
0900900330488009,9,9,33,0488,9,Urbana,Típica,22899,0
0900900330488010,9,9,33,0488,10,Urbana,Típica,22876,0
0900900330488011,9,9,33,0488,11,Urbana,Típica,22877,0
0900900330488012,9,9,33,0488,12,Urbana,Típica,23131,0
0900900330488013,9,9,33,0488,13,Urbana,Típica,23301,0
0900900330488014,9,9,33,0488,14,Urbana,Típica,23314,0
0900900330488015,9,9,33,0488,15,Urbana,Típica,22898,0
0900900330488016,9,9,33,0488,16,Urbana,Típica,23129,0
0900900330488017,9,9,33,0488,17,Urbana,Típica,23127,0
0900900330488018,9,9,33,0488,18,Urbana,Típica,23130,0
0900900330488019,9,9,33,0488,19,Urbana,Típica,23132,0
0900900360223001,9,9,36,0223,1,Urbana,Típica,22850,0
0900900360223002,9,9,36,0223,2,Urbana,Típica,22540,0
0900900360223003,9,9,36,0223,3,Urbana,Típica,22539,0
0900900360223004,9,9,36,0223,4,Urbana,Típica,22538,0
0900900360223005,9,9,36,0223,5,Urbana,Típica,22545,0
0900900360223006,9,9,36,0223,6,Urbana,Típica,22863,0
0900900360223007,9,9,36,0223,7,Urbana,Típica,22654,0
0900900360223008,9,9,36,0223,8,Urbana,Típica,22537,0
0900900360223009,9,9,36,0223,9,Urbana,Típica,22614,0
0900900360223010,9,9,36,0223,10,Urbana,Típica,22536,0
0900900360223012,9,9,36,0223,12,Urbana,Típica,23337,0
0900900360223013,9,9,36,0223,13,Urbana,Típica,22534,0
0900900360223014,9,9,36,0223,14,Urbana,Típica,22548,0
0900900360223015,9,9,36,0223,15,Urbana,Típica,22864,0
0900900360223016,9,9,36,0223,16,Urbana,Típica,22865,0
0900900360223017,9,9,36,0223,17,Urbana,Típica,22875,0
0900900360223018,9,9,36,0223,18,Urbana,Típica,22541,0
0900900360223019,9,9,36,0223,19,Urbana,Típica,22800,0
0900900360223020,9,9,36,0223,20,Urbana,Típica,22801,0
0900900360223021,9,9,36,0223,21,Urbana,Típica,22802,0
0900900360223022,9,9,36,0223,22,Urbana,Típica,22803,0
0900900360223023,9,9,36,0223,23,Urbana,Típica,22804,0
0900900360223024,9,9,36,0223,24,Urbana,Típica,22843,0
0900900360223025,9,9,36,0223,25,Urbana,Típica,22439,0
0900900360223026,9,9,36,0223,26,Urbana,Típica,22248,0
0900900360223027,9,9,36,0223,27,Urbana,Típica,22247,0
0900900360223029,9,9,36,0223,29,Urbana,Típica,22687,0
0900900360223031,9,9,36,0223,31,Urbana,Típica,22685,0
0900900360223032,9,9,36,0223,32,Urbana,Típica,22385,0
0900900360223033,9,9,36,0223,33,Urbana,Típica,22438,0
0900900360223034,9,9,36,0223,34,Urbana,Típica,22684,0
0900900360223035,9,9,36,0223,35,Urbana,Típica,22683,0
0900900360223036,9,9,36,0223,36,Urbana,Típica,22682,0
0900900360223038,9,9,36,0223,38,Urbana,Típica,22681,0
0900900360223039,9,9,36,0223,39,Urbana,Típica,22732,0
0900900360223041,9,9,36,0223,41,Urbana,Típica,22745,0
0900900360223043,9,9,36,0223,43,Urbana,Típica,22866,0
0900900360223045,9,9,36,0223,45,Urbana,Típica,22680,0
0900900360223047,9,9,36,0223,47,Urbana,Típica,22679,0
0900900360223048,9,9,36,0223,48,Urbana,Típica,22678,0
0900900360223049,9,9,36,0223,49,Urbana,Típica,22533,0
0900900360223051,9,9,36,0223,51,Urbana,Típica,22731,0
0900900360223052,9,9,36,0223,52,Urbana,Típica,23116,0
0900900360223053,9,9,36,0223,53,Urbana,Típica,22477,0
0900900360223054,9,9,36,0223,54,Urbana,Típica,23115,0
0900900360223055,9,9,36,0223,55,Urbana,Típica,23120,0
0900900360238001,9,9,36,0238,1,Urbana,Típica,22476,0
0900900360238002,9,9,36,0238,2,Urbana,Típica,22648,0
