CVEGEO,CVE_ENT,CVE_MUN,CVE_LOC,CVE_AGEB,CVE_MZA,AMBITO,TIPOMZA,OID,NUM_EST
0900200010171010,9,2,1,0171,10,Urbana,Edificio-Manzana,307,0
0900200010171011,9,2,1,0171,11,Urbana,Edificio-Manzana,2169,0
0900200010171012,9,2,1,0171,12,Urbana,Edificio-Manzana,2519,0
0900200010171013,9,2,1,0171,13,Urbana,Edificio-Manzana,445,0
0900200010171016,9,2,1,0171,16,Urbana,Edificio-Manzana,2793,0
0900200010171017,9,2,1,0171,17,Urbana,Edificio-Manzana,2792,0
0900200010171018,9,2,1,0171,18,Urbana,Edificio-Manzana,2791,0
0900200010171019,9,2,1,0171,19,Urbana,Edificio-Manzana,2790,0
0900200010171020,9,2,1,0171,20,Urbana,Edificio-Manzana,2789,0
0900200010171021,9,2,1,0171,21,Urbana,Edificio-Manzana,2788,0
0900200010171022,9,2,1,0171,22,Urbana,Edificio-Manzana,482,0
0900200010171023,9,2,1,0171,23,Urbana,Edificio-Manzana,2168,0
0900200010171024,9,2,1,0171,24,Urbana,Edificio-Manzana,2253,0
0900200010171025,9,2,1,0171,25,Urbana,Edificio-Manzana,2006,0
0900200010171026,9,2,1,0171,26,Urbana,Edificio-Manzana,2005,0
0900200010171027,9,2,1,0171,27,Urbana,Edificio-Manzana,2787,0
0900200010171028,9,2,1,0171,28,Urbana,Edificio-Manzana,2786,0
0900200010171029,9,2,1,0171,29,Urbana,Edificio-Manzana,2004,0
0900200010171030,9,2,1,0171,30,Urbana,Edificio-Manzana,2003,0
0900200010171031,9,2,1,0171,31,Urbana,Edificio-Manzana,2317,0
0900200010171032,9,2,1,0171,32,Urbana,Edificio-Manzana,2283,0
0900200010171033,9,2,1,0171,33,Urbana,Edificio-Manzana,2167,0
0900200010171034,9,2,1,0171,34,Urbana,Edificio-Manzana,2785,0
0900200010171035,9,2,1,0171,35,Urbana,Edificio-Manzana,2784,0
0900200010171036,9,2,1,0171,36,Urbana,Contenedora,2002,0
0900200010171037,9,2,1,0171,37,Urbana,Contenedora,2001,0
0900200010186001,9,2,1,0186,1,Urbana,Camellón,3110,0
0900200010186002,9,2,1,0186,2,Urbana,Típica,687,0
0900200010186003,9,2,1,0186,3,Urbana,Típica,686,0
0900200010186004,9,2,1,0186,4,Urbana,Típica,136,0
0900200010186005,9,2,1,0186,5,Urbana,Típica,268,0
0900200010186006,9,2,1,0186,6,Urbana,Típica,135,0
0900200010186007,9,2,1,0186,7,Urbana,Típica,2000,0
0900200010186008,9,2,1,0186,8,Urbana,Típica,1999,0
0900200010186009,9,2,1,0186,9,Urbana,Típica,3160,0
0900200010186010,9,2,1,0186,10,Urbana,Típica,2909,0
0900200010186011,9,2,1,0186,11,Urbana,Típica,481,0
0900200010186012,9,2,1,0186,12,Urbana,Típica,306,0
0900200010186013,9,2,1,0186,13,Urbana,Típica,267,0
0900200010186015,9,2,1,0186,15,Urbana,Típica,266,0
0900200010186016,9,2,1,0186,16,Urbana,Típica,2910,0
0900200010186017,9,2,1,0186,17,Urbana,Contenedora,1997,0
0900200010186018,9,2,1,0186,18,Urbana,Típica,1996,0
0900200010186019,9,2,1,0186,19,Urbana,Típica,1995,0
0900200010186020,9,2,1,0186,20,Urbana,Típica,685,0
0900200010186021,9,2,1,0186,21,Urbana,Típica,684,0
0900200010186022,9,2,1,0186,22,Urbana,Típica,340,0
0900200010186023,9,2,1,0186,23,Urbana,Típica,134,0
0900200010186024,9,2,1,0186,24,Urbana,Típica,265,0
0900200010186028,9,2,1,0186,28,Urbana,Típica,1994,0
0900200010186029,9,2,1,0186,29,Urbana,Típica,1993,0
0900200010186030,9,2,1,0186,30,Urbana,Típica,1992,0
0900200010186031,9,2,1,0186,31,Urbana,Típica,3217,0
0900200010186032,9,2,1,0186,32,Urbana,Típica,3162,0
0900200010186033,9,2,1,0186,33,Urbana,Típica,1991,0
0900200010186034,9,2,1,0186,34,Urbana,Típica,3161,0
0900200010186037,9,2,1,0186,37,Urbana,Típica,1990,0
0900200010186038,9,2,1,0186,38,Urbana,Típica,133,0
0900200010186039,9,2,1,0186,39,Urbana,Típica,264,0
0900200010186040,9,2,1,0186,40,Urbana,Típica,132,0
0900200010186041,9,2,1,0186,41,Urbana,Contenedora,2940,0
0900200010186042,9,2,1,0186,42,Urbana,Típica,1989,0
0900200010186043,9,2,1,0186,43,Urbana,Edificio-Manzana,2783,0
0900200010186044,9,2,1,0186,44,Urbana,Edificio-Manzana,2782,0
0900200010186045,9,2,1,0186,45,Urbana,Edificio-Manzana,2781,0
0900200010186046,9,2,1,0186,46,Urbana,Edificio-Manzana,2210,0
0900200010186047,9,2,1,0186,47,Urbana,Edificio-Manzana,2268,0
0900200010186048,9,2,1,0186,48,Urbana,Edificio-Manzana,2296,0
0900200010186049,9,2,1,0186,49,Urbana,Edificio-Manzana,3064,0
0900200010186050,9,2,1,0186,50,Urbana,Edificio-Manzana,3065,0
0900200010186051,9,2,1,0186,51,Urbana,Edificio-Manzana,3066,0
0900200010186052,9,2,1,0186,52,Urbana,Edificio-Manzana,3067,0
0900200010186053,9,2,1,0186,53,Urbana,Edificio-Manzana,3059,0
0900200010186054,9,2,1,0186,54,Urbana,Edificio-Manzana,3060,0
0900200010190001,9,2,1,0190,1,Urbana,Típica,1472,0
0900200010190002,9,2,1,0190,2,Urbana,Típica,1988,0
0900200010190003,9,2,1,0190,3,Urbana,Típica,1987,0
0900200010190004,9,2,1,0190,4,Urbana,Típica,1986,0
0900200010190005,9,2,1,0190,5,Urbana,Típica,1985,0
0900200010190006,9,2,1,0190,6,Urbana,Típica,1984,0
0900200010190007,9,2,1,0190,7,Urbana,Típica,131,0
0900200010190008,9,2,1,0190,8,Urbana,Típica,421,0
0900200010190009,9,2,1,0190,9,Urbana,Típica,130,0
0900200010190010,9,2,1,0190,10,Urbana,Típica,1983,0
0900200010190011,9,2,1,0190,11,Urbana,Típica,1982,0
0900200010190012,9,2,1,0190,12,Urbana,Típica,1981,0
0900200010190013,9,2,1,0190,13,Urbana,Típica,1980,0
0900200010190014,9,2,1,0190,14,Urbana,Típica,1979,0
0900200010190015,9,2,1,0190,15,Urbana,Típica,129,0
0900200010190016,9,2,1,0190,16,Urbana,Típica,396,0
0900200010190017,9,2,1,0190,17,Urbana,Típica,2932,0
0900200010190018,9,2,1,0190,18,Urbana,Típica,1471,0
0900200010190019,9,2,1,0190,19,Urbana,Típica,1978,0
0900200010190020,9,2,1,0190,20,Urbana,Típica,1977,0
0900200010190021,9,2,1,0190,21,Urbana,Típica,2911,0
0900200010190024,9,2,1,0190,24,Urbana,Típica,1976,0
0900200010190025,9,2,1,0190,25,Urbana,Típica,1975,0
0900200010190026,9,2,1,0190,26,Urbana,Típica,1974,0
0900200010190027,9,2,1,0190,27,Urbana,Típica,305,0
0900200010190028,9,2,1,0190,28,Urbana,Típica,1470,0
0900200010190029,9,2,1,0190,29,Urbana,Típica,1973,0
0900200010190030,9,2,1,0190,30,Urbana,Típica,1972,0
0900200010190031,9,2,1,0190,31,Urbana,Típica,1971,0
0900200010190032,9,2,1,0190,32,Urbana,Típica,1970,0
0900200010190034,9,2,1,0190,34,Urbana,Típica,1969,0
0900200010190036,9,2,1,0190,36,Urbana,Típica,304,0
0900200010190038,9,2,1,0190,38,Urbana,Típica,128,0
0900200010190039,9,2,1,0190,39,Urbana,Típica,444,0
0900200010190041,9,2,1,0190,41,Urbana,Típica,1968,0
0900200010190042,9,2,1,0190,42,Urbana,Típica,1998,0
0900200010203001,9,2,1,0203,1,Urbana,Típica,1966,0
0900200010203002,9,2,1,0203,2,Urbana,Típica,1965,0
0900200010203003,9,2,1,0203,3,Urbana,Típica,1964,0
0900200010203004,9,2,1,0203,4,Urbana,Típica,1963,0
0900200010203005,9,2,1,0203,5,Urbana,Típica,127,0
0900200010203006,9,2,1,0203,6,Urbana,Típica,263,0
0900200010203007,9,2,1,0203,7,Urbana,Típica,1962,0
0900200010203008,9,2,1,0203,8,Urbana,Típica,1961,0
0900200010203009,9,2,1,0203,9,Urbana,Típica,1960,0
0900200010203012,9,2,1,0203,12,Urbana,Contenedora,126,0
0900200010203014,9,2,1,0203,14,Urbana,Típica,1959,0
0900200010203015,9,2,1,0203,15,Urbana,Típica,3168,0
0900200010203016,9,2,1,0203,16,Urbana,Típica,1958,0
0900200010203017,9,2,1,0203,17,Urbana,Típica,455,0
0900200010203018,9,2,1,0203,18,Urbana,Típica,454,0
0900200010203019,9,2,1,0203,19,Urbana,Típica,453,0
0900200010203020,9,2,1,0203,20,Urbana,Típica,125,0
0900200010203021,9,2,1,0203,21,Urbana,Típica,303,0
0900200010203022,9,2,1,0203,22,Urbana,Típica,302,0
0900200010203023,9,2,1,0203,23,Urbana,Típica,260,0
0900200010203027,9,2,1,0203,27,Urbana,Edificio-Manzana,2252,0
0900200010203028,9,2,1,0203,28,Urbana,Edificio-Manzana,2780,0
0900200010203029,9,2,1,0203,29,Urbana,Edificio-Manzana,2779,0
0900200010203030,9,2,1,0203,30,Urbana,Edificio-Manzana,2778,0
0900200010218001,9,2,1,0218,1,Urbana,Típica,1957,0
0900200010218002,9,2,1,0218,2,Urbana,Típica,1956,0
0900200010218003,9,2,1,0218,3,Urbana,Típica,452,1
0900200010218004,9,2,1,0218,4,Urbana,Típica,124,0
0900200010218005,9,2,1,0218,5,Urbana,Típica,259,0
0900200010218006,9,2,1,0218,6,Urbana,Típica,1955,0
0900200010218007,9,2,1,0218,7,Urbana,Típica,1954,0
0900200010218008,9,2,1,0218,8,Urbana,Típica,1953,0
0900200010218009,9,2,1,0218,9,Urbana,Típica,451,0
0900200010218012,9,2,1,0218,12,Urbana,Típica,450,0
0900200010218013,9,2,1,0218,13,Urbana,Típica,123,0
0900200010218014,9,2,1,0218,14,Urbana,Típica,122,0
0900200010218015,9,2,1,0218,15,Urbana,Típica,258,0
0900200010218016,9,2,1,0218,16,Urbana,Típica,443,0
0900200010218017,9,2,1,0218,17,Urbana,Típica,1952,0
0900200010218018,9,2,1,0218,18,Urbana,Típica,1951,0
0900200010218020,9,2,1,0218,20,Urbana,Típica,1950,0
0900200010218021,9,2,1,0218,21,Urbana,Típica,1948,0
0900200010218022,9,2,1,0218,22,Urbana,Contenedora,1947,0
0900200010218023,9,2,1,0218,23,Urbana,Típica,1946,0
0900200010218024,9,2,1,0218,24,Urbana,Típica,683,0
0900200010218025,9,2,1,0218,25,Urbana,Típica,11,0
0900200010218026,9,2,1,0218,26,Urbana,Típica,121,0
0900200010218027,9,2,1,0218,27,Urbana,Edificio-Manzana,2165,0
0900200010218028,9,2,1,0218,28,Urbana,Edificio-Manzana,2164,0
0900200010218029,9,2,1,0218,29,Urbana,Edificio-Manzana,2267,0
0900200010218030,9,2,1,0218,30,Urbana,Edificio-Manzana,2266,0
0900200010218031,9,2,1,0218,31,Urbana,Edificio-Manzana,3136,0
0900200010222001,9,2,1,0222,1,Urbana,Contenedora,3187,0
0900200010222002,9,2,1,0222,2,Urbana,Típica,674,0
0900200010222004,9,2,1,0222,4,Urbana,Contenedora,1945,0
0900200010222005,9,2,1,0222,5,Urbana,Típica,1944,0
0900200010222007,9,2,1,0222,7,Urbana,Típica,1943,0
0900200010222008,9,2,1,0222,8,Urbana,Típica,1942,0
0900200010222009,9,2,1,0222,9,Urbana,Típica,1941,0
0900200010222010,9,2,1,0222,10,Urbana,Típica,1940,0
0900200010222011,9,2,1,0222,11,Urbana,Típica,480,0
0900200010222012,9,2,1,0222,12,Urbana,Típica,3159,0
0900200010222013,9,2,1,0222,13,Urbana,Típica,1939,0
0900200010222014,9,2,1,0222,14,Urbana,Típica,1938,0
0900200010222015,9,2,1,0222,15,Urbana,Típica,120,0
0900200010222016,9,2,1,0222,16,Urbana,Típica,119,0
0900200010222017,9,2,1,0222,17,Urbana,Típica,331,0
0900200010222018,9,2,1,0222,18,Urbana,Típica,10,0
0900200010222020,9,2,1,0222,20,Urbana,Típica,1936,0
0900200010222022,9,2,1,0222,22,Urbana,Edificio-Manzana,2777,0
0900200010222023,9,2,1,0222,23,Urbana,Edificio-Manzana,2775,0
0900200010222024,9,2,1,0222,24,Urbana,Edificio-Manzana,2774,0
0900200010222025,9,2,1,0222,25,Urbana,Edificio-Manzana,2773,0
0900200010222026,9,2,1,0222,26,Urbana,Edificio-Manzana,2163,0
0900200010222027,9,2,1,0222,27,Urbana,Edificio-Manzana,2162,0
0900200010222028,9,2,1,0222,28,Urbana,Edificio-Manzana,2995,0
0900200010222029,9,2,1,0222,29,Urbana,Edificio-Manzana,2996,0
0900200010222030,9,2,1,0222,30,Urbana,Edificio-Manzana,2997,0
0900200010222031,9,2,1,0222,31,Urbana,Edificio-Manzana,2998,0
0900200010222032,9,2,1,0222,32,Urbana,Edificio-Manzana,2999,0
0900200010222033,9,2,1,0222,33,Urbana,Edificio-Manzana,3009,0
0900200010237001,9,2,1,0237,1,Urbana,Típica,1469,0
0900200010237002,9,2,1,0237,2,Urbana,Típica,1935,0
0900200010237003,9,2,1,0237,3,Urbana,Típica,1934,0
0900200010237004,9,2,1,0237,4,Urbana,Típica,1932,0
0900200010237005,9,2,1,0237,5,Urbana,Típica,1931,0
0900200010237006,9,2,1,0237,6,Urbana,Típica,117,0
0900200010237007,9,2,1,0237,7,Urbana,Típica,1930,0
0900200010237008,9,2,1,0237,8,Urbana,Típica,301,0
0900200010237009,9,2,1,0237,9,Urbana,Típica,257,0
0900200010237010,9,2,1,0237,10,Urbana,Típica,2912,0
0900200010237011,9,2,1,0237,11,Urbana,Típica,1929,0
0900200010237012,9,2,1,0237,12,Urbana,Típica,1928,0
0900200010237013,9,2,1,0237,13,Urbana,Típica,1927,0
0900200010237014,9,2,1,0237,14,Urbana,Típica,300,0
0900200010237015,9,2,1,0237,15,Urbana,Parque o Jardín,2265,0
0900200010237017,9,2,1,0237,17,Urbana,Típica,256,0
0900200010237018,9,2,1,0237,18,Urbana,Típica,1926,0
0900200010237019,9,2,1,0237,19,Urbana,Típica,1925,0
0900200010237020,9,2,1,0237,20,Urbana,Típica,1937,0
0900200010237021,9,2,1,0237,21,Urbana,Típica,1924,0
0900200010237022,9,2,1,0237,22,Urbana,Típica,1923,0
0900200010237023,9,2,1,0237,23,Urbana,Típica,1922,0
0900200010237024,9,2,1,0237,24,Urbana,Típica,116,0
0900200010237026,9,2,1,0237,26,Urbana,Típica,255,0
0900200010237027,9,2,1,0237,27,Urbana,Típica,1921,0
0900200010237028,9,2,1,0237,28,Urbana,Típica,1920,0
0900200010237029,9,2,1,0237,29,Urbana,Típica,1919,0
0900200010256001,9,2,1,0256,1,Urbana,Típica,1918,1
0900200010256002,9,2,1,0256,2,Urbana,Típica,1917,0
0900200010256003,9,2,1,0256,3,Urbana,Típica,115,0
0900200010256004,9,2,1,0256,4,Urbana,Típica,3158,0
0900200010256005,9,2,1,0256,5,Urbana,Típica,254,0
0900200010256006,9,2,1,0256,6,Urbana,Típica,253,0
0900200010256007,9,2,1,0256,7,Urbana,Típica,1916,0
0900200010256008,9,2,1,0256,8,Urbana,Típica,1915,0
0900200010256009,9,2,1,0256,9,Urbana,Típica,1914,0
0900200010256010,9,2,1,0256,10,Urbana,Típica,1913,0
0900200010256011,9,2,1,0256,11,Urbana,Típica,1912,0
0900200010256012,9,2,1,0256,12,Urbana,Típica,1911,0
0900200010256013,9,2,1,0256,13,Urbana,Típica,114,0
0900200010256016,9,2,1,0256,16,Urbana,Edificio-Manzana,2251,0
0900200010256017,9,2,1,0256,17,Urbana,Edificio-Manzana,2772,0
0900200010256018,9,2,1,0256,18,Urbana,Edificio-Manzana,2771,0
0900200010256019,9,2,1,0256,19,Urbana,Edificio-Manzana,2770,0
0900200010256020,9,2,1,0256,20,Urbana,Edificio-Manzana,2769,0
0900200010256021,9,2,1,0256,21,Urbana,Edificio-Manzana,2768,0
0900200010256022,9,2,1,0256,22,Urbana,Edificio-Manzana,2767,0
0900200010256023,9,2,1,0256,23,Urbana,Edificio-Manzana,2766,0
0900200010256025,9,2,1,0256,25,Urbana,Edificio-Manzana,2166,0
0900200010256027,9,2,1,0256,27,Urbana,Edificio-Manzana,2765,0
0900200010256028,9,2,1,0256,28,Urbana,Edificio-Manzana,2764,0
0900200010256029,9,2,1,0256,29,Urbana,Edificio-Manzana,2763,0
0900200010256030,9,2,1,0256,30,Urbana,Edificio-Manzana,2762,0
0900200010256031,9,2,1,0256,31,Urbana,Edificio-Manzana,2730,0
0900200010256032,9,2,1,0256,32,Urbana,Edificio-Manzana,2729,0
0900200010256033,9,2,1,0256,33,Urbana,Contenedora,299,0
0900200010256034,9,2,1,0256,34,Urbana,Edificio-Manzana,2987,0
0900200010256035,9,2,1,0256,35,Urbana,Edificio-Manzana,2979,0
0900200010256036,9,2,1,0256,36,Urbana,Edificio-Manzana,2988,0
0900200010256037,9,2,1,0256,37,Urbana,Edificio-Manzana,2989,0
0900200010256038,9,2,1,0256,38,Urbana,Edificio-Manzana,2990,0
0900200010256039,9,2,1,0256,39,Urbana,Edificio-Manzana,2991,0
0900200010256040,9,2,1,0256,40,Urbana,Edificio-Manzana,2980,0
0900200010260001,9,2,1,0260,1,Urbana,Típica,1468,0
0900200010260002,9,2,1,0260,2,Urbana,Típica,1909,0
0900200010260003,9,2,1,0260,3,Urbana,Típica,1908,0
0900200010260005,9,2,1,0260,5,Urbana,Edificio-Manzana,2728,0
0900200010260006,9,2,1,0260,6,Urbana,Típica,1907,0
0900200010260007,9,2,1,0260,7,Urbana,Típica,1906,0
0900200010260008,9,2,1,0260,8,Urbana,Típica,1905,0
0900200010260009,9,2,1,0260,9,Urbana,Típica,112,0
0900200010260010,9,2,1,0260,10,Urbana,Típica,1467,0
0900200010260011,9,2,1,0260,11,Urbana,Edificio-Manzana,1904,0
0900200010260012,9,2,1,0260,12,Urbana,Edificio-Manzana,1903,0
0900200010260013,9,2,1,0260,13,Urbana,Típica,1902,0
0900200010260014,9,2,1,0260,14,Urbana,Típica,1901,0
0900200010260015,9,2,1,0260,15,Urbana,Típica,1900,0
0900200010260016,9,2,1,0260,16,Urbana,Edificio-Manzana,2727,0
0900200010260017,9,2,1,0260,17,Urbana,Edificio-Manzana,298,0
0900200010260018,9,2,1,0260,18,Urbana,Edificio-Manzana,2264,0
0900200010260019,9,2,1,0260,19,Urbana,Típica,698,0
0900200010260020,9,2,1,0260,20,Urbana,Contenedora,1899,0
0900200010260021,9,2,1,0260,21,Urbana,Típica,1898,0
0900200010260022,9,2,1,0260,22,Urbana,Típica,1897,0
0900200010260023,9,2,1,0260,23,Urbana,Edificio-Manzana,2726,0
0900200010260024,9,2,1,0260,24,Urbana,Edificio-Manzana,2725,0
0900200010260025,9,2,1,0260,25,Urbana,Edificio-Manzana,2724,0
0900200010260026,9,2,1,0260,26,Urbana,Edificio-Manzana,347,0
0900200010260027,9,2,1,0260,27,Urbana,Típica,420,0
0900200010260028,9,2,1,0260,28,Urbana,Edificio-Manzana,419,0
0900200010260029,9,2,1,0260,29,Urbana,Edificio-Manzana,2776,0
0900200010260030,9,2,1,0260,30,Urbana,Típica,1896,0
0900200010260031,9,2,1,0260,31,Urbana,Edificio-Manzana,1895,0
0900200010260032,9,2,1,0260,32,Urbana,Edificio-Manzana,2723,0
0900200010260033,9,2,1,0260,33,Urbana,Edificio-Manzana,2722,0
0900200010260034,9,2,1,0260,34,Urbana,Edificio-Manzana,1894,0
0900200010260035,9,2,1,0260,35,Urbana,Edificio-Manzana,2284,0
0900200010260036,9,2,1,0260,36,Urbana,Edificio-Manzana,2721,0
0900200010260037,9,2,1,0260,37,Urbana,Típica,1967,0
0900200010260038,9,2,1,0260,38,Urbana,Edificio-Manzana,2720,0
0900200010260039,9,2,1,0260,39,Urbana,Edificio-Manzana,2719,0
0900200010260040,9,2,1,0260,40,Urbana,Edificio-Manzana,2161,0
0900200010260041,9,2,1,0260,41,Urbana,Edificio-Manzana,2160,0
0900200010260042,9,2,1,0260,42,Urbana,Edificio-Manzana,2159,0
0900200010260043,9,2,1,0260,43,Urbana,Edificio-Manzana,2295,0
0900200010260044,9,2,1,0260,44,Urbana,Edificio-Manzana,2280,0
0900200010260045,9,2,1,0260,45,Urbana,Edificio-Manzana,2308,0
0900200010260046,9,2,1,0260,46,Urbana,Edificio-Manzana,2718,0
0900200010260047,9,2,1,0260,47,Urbana,Edificio-Manzana,2717,0
0900200010260048,9,2,1,0260,48,Urbana,Edificio-Manzana,2716,0
0900200010260049,9,2,1,0260,49,Urbana,Edificio-Manzana,2715,0
0900200010260050,9,2,1,0260,50,Urbana,Edificio-Manzana,2158,0
0900200010260051,9,2,1,0260,51,Urbana,Edificio-Manzana,2157,0
0900200010260052,9,2,1,0260,52,Urbana,Contenedora,339,0
0900200010260053,9,2,1,0260,53,Urbana,Contenedora,673,0
0900200010260054,9,2,1,0260,54,Urbana,Contenedora,1949,0
0900200010275001,9,2,1,0275,1,Urbana,Típica,1933,0
0900200010275002,9,2,1,0275,2,Urbana,Típica,1893,0
0900200010275003,9,2,1,0275,3,Urbana,Típica,1892,0
0900200010275004,9,2,1,0275,4,Urbana,Típica,1891,0
0900200010275005,9,2,1,0275,5,Urbana,Típica,1890,0
0900200010275006,9,2,1,0275,6,Urbana,Típica,1889,0
0900200010275007,9,2,1,0275,7,Urbana,Típica,111,0
0900200010275008,9,2,1,0275,8,Urbana,Típica,1888,0
0900200010275009,9,2,1,0275,9,Urbana,Típica,1887,0
0900200010275010,9,2,1,0275,10,Urbana,Típica,1886,0
0900200010275012,9,2,1,0275,12,Urbana,Típica,1885,0
0900200010275013,9,2,1,0275,13,Urbana,Típica,1884,0
0900200010275014,9,2,1,0275,14,Urbana,Típica,110,0
0900200010275015,9,2,1,0275,15,Urbana,Típica,109,0
0900200010275016,9,2,1,0275,16,Urbana,Típica,252,0
0900200010275017,9,2,1,0275,17,Urbana,Típica,251,0
0900200010275018,9,2,1,0275,18,Urbana,Típica,1883,0
0900200010275019,9,2,1,0275,19,Urbana,Típica,1882,0
0900200010275020,9,2,1,0275,20,Urbana,Típica,1881,0
0900200010275021,9,2,1,0275,21,Urbana,Típica,1880,0
0900200010275022,9,2,1,0275,22,Urbana,Típica,1879,0
0900200010275023,9,2,1,0275,23,Urbana,Típica,108,0
0900200010275024,9,2,1,0275,24,Urbana,Típica,107,0
0900200010275025,9,2,1,0275,25,Urbana,Típica,106,0
0900200010275027,9,2,1,0275,27,Urbana,Típica,250,0
0900200010275030,9,2,1,0275,30,Urbana,Típica,1878,0
0900200010275031,9,2,1,0275,31,Urbana,Típica,1877,0
0900200010275032,9,2,1,0275,32,Urbana,Típica,1876,0
0900200010275033,9,2,1,0275,33,Urbana,Típica,1875,0
0900200010275034,9,2,1,0275,34,Urbana,Típica,1874,0
0900200010275035,9,2,1,0275,35,Urbana,Típica,297,0
0900200010275036,9,2,1,0275,36,Urbana,Típica,296,0
0900200010275037,9,2,1,0275,37,Urbana,Típica,105,0
0900200010275038,9,2,1,0275,38,Urbana,Típica,249,0
0900200010275039,9,2,1,0275,39,Urbana,Típica,1873,0
0900200010275040,9,2,1,0275,40,Urbana,Contenedora,1872,0
0900200010275041,9,2,1,0275,41,Urbana,Típica,1871,0
0900200010275043,9,2,1,0275,43,Urbana,Edificio-Manzana,2714,0
0900200010275044,9,2,1,0275,44,Urbana,Edificio-Manzana,2713,0
0900200010275045,9,2,1,0275,45,Urbana,Edificio-Manzana,2156,0
0900200010275046,9,2,1,0275,46,Urbana,Edificio-Manzana,2155,0
0900200010275047,9,2,1,0275,47,Urbana,Típica,248,0
090020001028A001,9,2,1,028A,1,Urbana,Típica,247,0
090020001028A003,9,2,1,028A,3,Urbana,Típica,1870,0
090020001028A004,9,2,1,028A,4,Urbana,Contenedora,1869,0
090020001028A005,9,2,1,028A,5,Urbana,Típica,1868,0
090020001028A007,9,2,1,028A,7,Urbana,Típica,1867,0
090020001028A009,9,2,1,028A,9,Urbana,Típica,1866,0
090020001028A010,9,2,1,028A,10,Urbana,Típica,104,0
090020001028A011,9,2,1,028A,11,Urbana,Típica,103,0
090020001028A012,9,2,1,028A,12,Urbana,Típica,1058,0
090020001028A013,9,2,1,028A,13,Urbana,Típica,1865,0
090020001028A014,9,2,1,028A,14,Urbana,Típica,1864,0
090020001028A015,9,2,1,028A,15,Urbana,Edificio-Manzana,2712,0
090020001028A016,9,2,1,028A,16,Urbana,Edificio-Manzana,2711,0
090020001028A017,9,2,1,028A,17,Urbana,Edificio-Manzana,2710,0
090020001028A018,9,2,1,028A,18,Urbana,Edificio-Manzana,2709,0
090020001028A019,9,2,1,028A,19,Urbana,Edificio-Manzana,2154,0
090020001028A020,9,2,1,028A,20,Urbana,Edificio-Manzana,2307,0
090020001028A021,9,2,1,028A,21,Urbana,Edificio-Manzana,2708,0
090020001028A022,9,2,1,028A,22,Urbana,Edificio-Manzana,2707,0
090020001028A023,9,2,1,028A,23,Urbana,Edificio-Manzana,2706,0
090020001028A024,9,2,1,028A,24,Urbana,Edificio-Manzana,2705,0
090020001028A025,9,2,1,028A,25,Urbana,Edificio-Manzana,2153,0
090020001028A026,9,2,1,028A,26,Urbana,Edificio-Manzana,295,0
090020001028A028,9,2,1,028A,28,Urbana,Edificio-Manzana,3014,0
090020001028A029,9,2,1,028A,29,Urbana,Edificio-Manzana,3015,0
090020001028A030,9,2,1,028A,30,Urbana,Bajo Puente,3115,0
0900200010294001,9,2,1,0294,1,Urbana,Típica,294,1
0900200010294002,9,2,1,0294,2,Urbana,Contenedora,672,0
0900200010294003,9,2,1,0294,3,Urbana,Típica,1088,0
0900200010294004,9,2,1,0294,4,Urbana,Típica,442,0
0900200010294005,9,2,1,0294,5,Urbana,Típica,1863,0
0900200010294006,9,2,1,0294,6,Urbana,Típica,1862,0
0900200010294007,9,2,1,0294,7,Urbana,Típica,1861,0
